station_id,time,rental_count,return_count,bike_change,bike_count_index,year,month,day,weekday,hour
3627,2023-01-01 00:00:00,0,0,0,0,2023,1,1,6,0
3627,2023-01-01 01:00:00,0,0,0,0,2023,1,1,6,1
3627,2023-01-01 02:00:00,1,0,-1,-1,2023,1,1,6,2
3627,2023-01-01 03:00:00,0,0,0,-1,2023,1,1,6,3
3627,2023-01-01 04:00:00,1,1,0,-1,2023,1,1,6,4
3627,2023-01-01 05:00:00,0,0,0,-1,2023,1,1,6,5
3627,2023-01-01 06:00:00,0,2,2,1,2023,1,1,6,6
3627,2023-01-01 07:00:00,0,0,0,1,2023,1,1,6,7
3627,2023-01-01 08:00:00,0,0,0,1,2023,1,1,6,8
3627,2023-01-01 09:00:00,1,1,0,1,2023,1,1,6,9
3627,2023-01-01 10:00:00,0,0,0,1,2023,1,1,6,10
3627,2023-01-01 11:00:00,0,0,0,1,2023,1,1,6,11
3627,2023-01-01 12:00:00,0,0,0,1,2023,1,1,6,12
3627,2023-01-01 13:00:00,0,0,0,1,2023,1,1,6,13
3627,2023-01-01 14:00:00,0,0,0,1,2023,1,1,6,14
3627,2023-01-01 15:00:00,1,1,0,1,2023,1,1,6,15
3627,2023-01-01 16:00:00,0,3,3,4,2023,1,1,6,16
3627,2023-01-01 17:00:00,1,1,0,4,2023,1,1,6,17
3627,2023-01-01 18:00:00,0,0,0,4,2023,1,1,6,18
3627,2023-01-01 19:00:00,2,2,0,4,2023,1,1,6,19
3627,2023-01-01 20:00:00,0,1,1,5,2023,1,1,6,20
3627,2023-01-01 21:00:00,0,1,1,6,2023,1,1,6,21
3627,2023-01-01 22:00:00,0,0,0,6,2023,1,1,6,22
3627,2023-01-01 23:00:00,0,0,0,6,2023,1,1,6,23
3627,2023-01-02 00:00:00,0,0,0,6,2023,1,2,0,0
3627,2023-01-02 01:00:00,0,2,2,8,2023,1,2,0,1
3627,2023-01-02 02:00:00,0,0,0,8,2023,1,2,0,2
3627,2023-01-02 03:00:00,0,0,0,8,2023,1,2,0,3
3627,2023-01-02 04:00:00,0,0,0,8,2023,1,2,0,4
3627,2023-01-02 05:00:00,0,0,0,8,2023,1,2,0,5
3627,2023-01-02 06:00:00,0,0,0,8,2023,1,2,0,6
3627,2023-01-02 07:00:00,0,1,1,9,2023,1,2,0,7
3627,2023-01-02 08:00:00,1,0,-1,8,2023,1,2,0,8
3627,2023-01-02 09:00:00,1,1,0,8,2023,1,2,0,9
3627,2023-01-02 10:00:00,0,0,0,8,2023,1,2,0,10
3627,2023-01-02 11:00:00,0,0,0,8,2023,1,2,0,11
3627,2023-01-02 12:00:00,0,0,0,8,2023,1,2,0,12
3627,2023-01-02 13:00:00,0,0,0,8,2023,1,2,0,13
3627,2023-01-02 14:00:00,0,0,0,8,2023,1,2,0,14
3627,2023-01-02 15:00:00,0,0,0,8,2023,1,2,0,15
3627,2023-01-02 16:00:00,1,2,1,9,2023,1,2,0,16
3627,2023-01-02 17:00:00,0,1,1,10,2023,1,2,0,17
3627,2023-01-02 18:00:00,0,0,0,10,2023,1,2,0,18
3627,2023-01-02 19:00:00,0,0,0,10,2023,1,2,0,19
3627,2023-01-02 20:00:00,0,0,0,10,2023,1,2,0,20
3627,2023-01-02 21:00:00,1,0,-1,9,2023,1,2,0,21
3627,2023-01-02 22:00:00,0,1,1,10,2023,1,2,0,22
3627,2023-01-02 23:00:00,2,2,0,10,2023,1,2,0,23
3627,2023-01-03 00:00:00,0,0,0,10,2023,1,3,1,0
3627,2023-01-03 01:00:00,1,1,0,10,2023,1,3,1,1
3627,2023-01-03 02:00:00,0,0,0,10,2023,1,3,1,2
3627,2023-01-03 03:00:00,0,0,0,10,2023,1,3,1,3
3627,2023-01-03 04:00:00,0,0,0,10,2023,1,3,1,4
3627,2023-01-03 05:00:00,0,0,0,10,2023,1,3,1,5
3627,2023-01-03 06:00:00,0,0,0,10,2023,1,3,1,6
3627,2023-01-03 07:00:00,0,0,0,10,2023,1,3,1,7
3627,2023-01-03 08:00:00,0,0,0,10,2023,1,3,1,8
3627,2023-01-03 09:00:00,1,1,0,10,2023,1,3,1,9
3627,2023-01-03 10:00:00,0,0,0,10,2023,1,3,1,10
3627,2023-01-03 11:00:00,0,0,0,10,2023,1,3,1,11
3627,2023-01-03 12:00:00,0,0,0,10,2023,1,3,1,12
3627,2023-01-03 13:00:00,4,3,-1,9,2023,1,3,1,13
3627,2023-01-03 14:00:00,0,0,0,9,2023,1,3,1,14
3627,2023-01-03 15:00:00,0,1,1,10,2023,1,3,1,15
3627,2023-01-03 16:00:00,0,0,0,10,2023,1,3,1,16
3627,2023-01-03 17:00:00,0,1,1,11,2023,1,3,1,17
3627,2023-01-03 18:00:00,0,0,0,11,2023,1,3,1,18
3627,2023-01-03 19:00:00,0,0,0,11,2023,1,3,1,19
3627,2023-01-03 20:00:00,0,0,0,11,2023,1,3,1,20
3627,2023-01-03 21:00:00,0,0,0,11,2023,1,3,1,21
3627,2023-01-03 22:00:00,0,1,1,12,2023,1,3,1,22
3627,2023-01-03 23:00:00,0,0,0,12,2023,1,3,1,23
3627,2023-01-04 00:00:00,1,0,-1,11,2023,1,4,2,0
