station_id,time,rental_count,return_count,bike_change,bike_count_index,year,month,day,weekday,hour
2384,2023-01-01 00:00:00,0,0,0,0,2023,1,1,6,0
2384,2023-01-01 01:00:00,0,2,2,2,2023,1,1,6,1
2384,2023-01-01 02:00:00,0,0,0,2,2023,1,1,6,2
2384,2023-01-01 03:00:00,0,1,1,3,2023,1,1,6,3
2384,2023-01-01 04:00:00,0,0,0,3,2023,1,1,6,4
2384,2023-01-01 05:00:00,0,0,0,3,2023,1,1,6,5
2384,2023-01-01 06:00:00,0,0,0,3,2023,1,1,6,6
2384,2023-01-01 07:00:00,0,1,1,4,2023,1,1,6,7
2384,2023-01-01 08:00:00,0,0,0,4,2023,1,1,6,8
2384,2023-01-01 09:00:00,1,0,-1,3,2023,1,1,6,9
2384,2023-01-01 10:00:00,0,0,0,3,2023,1,1,6,10
2384,2023-01-01 11:00:00,1,0,-1,2,2023,1,1,6,11
2384,2023-01-01 12:00:00,0,0,0,2,2023,1,1,6,12
2384,2023-01-01 13:00:00,3,1,-2,0,2023,1,1,6,13
2384,2023-01-01 14:00:00,0,1,1,1,2023,1,1,6,14
2384,2023-01-01 15:00:00,4,1,-3,-2,2023,1,1,6,15
2384,2023-01-01 16:00:00,0,2,2,0,2023,1,1,6,16
2384,2023-01-01 17:00:00,2,1,-1,-1,2023,1,1,6,17
2384,2023-01-01 18:00:00,0,0,0,-1,2023,1,1,6,18
2384,2023-01-01 19:00:00,1,0,-1,-2,2023,1,1,6,19
2384,2023-01-01 20:00:00,0,2,2,0,2023,1,1,6,20
2384,2023-01-01 21:00:00,0,0,0,0,2023,1,1,6,21
2384,2023-01-01 22:00:00,1,0,-1,-1,2023,1,1,6,22
2384,2023-01-01 23:00:00,0,0,0,-1,2023,1,1,6,23
2384,2023-01-02 00:00:00,0,0,0,-1,2023,1,2,0,0
2384,2023-01-02 01:00:00,0,0,0,-1,2023,1,2,0,1
2384,2023-01-02 02:00:00,0,0,0,-1,2023,1,2,0,2
2384,2023-01-02 03:00:00,0,0,0,-1,2023,1,2,0,3
2384,2023-01-02 04:00:00,0,0,0,-1,2023,1,2,0,4
2384,2023-01-02 05:00:00,0,0,0,-1,2023,1,2,0,5
2384,2023-01-02 06:00:00,0,0,0,-1,2023,1,2,0,6
